"usstate","local_year","local_month","comaxvalue","rank"
"Arizona",2000,1,2.4,1
"California",2000,1,1.65643274853801,2
"District Of Columbia",2000,1,1.60322580645161,3
"Colorado",2000,1,1.41935483870968,4
"Kansas",2000,1,1.3758064516129,5
"New Jersey",2000,1,1.22333333333333,6
"Virginia",2000,1,1.19139784946237,7
"Pennsylvania",2000,1,1.18064516129032,8
"Florida",2000,1,1.1258064516129,9
"Illinois",2000,1,1.11538461538462,10
"Louisiana",2000,1,0.993548387096774,11
"Texas",2000,1,0.665714285714286,12
"New York",2000,1,0.647540983606557,13
"District Of Columbia",2000,2,1.80357142857143,1
"Arizona",2000,2,1.7725,2
"Kansas",2000,2,1.30862068965517,3
"Colorado",2000,2,1.22857142857143,4
"Pennsylvania",2000,2,1.21724137931034,5
"California",2000,2,1.08212634822804,6
"Louisiana",2000,2,1.03793103448276,7
"New Jersey",2000,2,1,8
"Virginia",2000,2,0.97375,9
"Illinois",2000,2,0.96551724137931,10
"Florida",2000,2,0.938461538461539,11
"New York",2000,2,0.925490196078431,12
"Texas",2000,2,0.806172839506173,13
"Kentucky",2000,2,0.25,14
"Indiana",2000,3,2.5,1
"Michigan",2000,3,2.1,2
"District Of Columbia",2000,3,1.78387096774193,3
"Missouri",2000,3,1.5,4
"Kansas",2000,3,1.22666666666667,5
"North Carolina",2000,3,1.2,6
"Arizona",2000,3,1.17977528089888,7
"Louisiana",2000,3,1.15483870967742,8
"Illinois",2000,3,1.12424242424242,9
"Florida",2000,3,0.945161290322581,10
"California",2000,3,0.902845528455286,11
"Colorado",2000,3,0.9,12
"Virginia",2000,3,0.814893617021276,13
"Pennsylvania",2000,3,0.769767441860465,14
"New Jersey",2000,3,0.687096774193549,15
"Texas",2000,3,0.686046511627907,16
"New York",2000,3,0.583050847457627,17
"Kentucky",2000,3,0.288888888888889,18
"Oklahoma",2000,3,0.168965517241379,19
"District Of Columbia",2000,4,1.40333333333333,1
"Indiana",2000,4,1.26333333333333,2
"Illinois",2000,4,1.2625,3
"Arizona",2000,4,1.154,4
"Kansas",2000,4,1.07666666666667,5
"Louisiana",2000,4,0.85,6
"Michigan",2000,4,0.83448275862069,7
"Virginia",2000,4,0.8,8
"California",2000,4,0.777932960893855,9
"Colorado",2000,4,0.76,10
"North Carolina",2000,4,0.74,11
"New Jersey",2000,4,0.736666666666667,12
"Missouri",2000,4,0.724444444444444,13
"Florida",2000,4,0.722222222222222,14
"Texas",2000,4,0.67816091954023,15
"New York",2000,4,0.43728813559322,16
"Pennsylvania",2000,4,0.371954022988506,17
"Kentucky",2000,4,0.371345029239766,18
"Oklahoma",2000,4,0.123255813953488,19
"District Of Columbia",2000,5,1.16451612903226,1
"Illinois",2000,5,0.957142857142857,2
"Kansas",2000,5,0.950909090909091,3
"Indiana",2000,5,0.932258064516129,4
"Arizona",2000,5,0.920689655172413,5
"Florida",2000,5,0.841935483870968,6
"Virginia",2000,5,0.764035087719298,7
"Louisiana",2000,5,0.761290322580645,8
"Colorado",2000,5,0.754838709677419,9
"North Carolina",2000,5,0.694827586206897,10
"New Jersey",2000,5,0.641935483870968,11
"Texas",2000,5,0.62987012987013,12
"California",2000,5,0.601558073654391,13
"New York",2000,5,0.586516853932584,14
"Missouri",2000,5,0.576881720430107,15
"Michigan",2000,5,0.425806451612903,16
"Pennsylvania",2000,5,0.374439461883408,17
"Kentucky",2000,5,0.325581395348837,18
"Oklahoma",2000,5,0.06,19
"District Of Columbia",2000,6,1.26,1
"Indiana",2000,6,1.05666666666667,2
"Florida",2000,6,1.01666666666667,3
"Illinois",2000,6,1.00459770114943,4
"Louisiana",2000,6,0.96,5
"North Carolina",2000,6,0.675,6
"New York",2000,6,0.670454545454545,7
"Virginia",2000,6,0.660169491525424,8
"Colorado",2000,6,0.66,9
"Missouri",2000,6,0.636111111111111,10
"Kansas",2000,6,0.604761904761905,11
"New Jersey",2000,6,0.6,12
"Arizona",2000,6,0.596666666666667,13
"California",2000,6,0.568391608391609,14
"Texas",2000,6,0.428358208955224,15
"Michigan",2000,6,0.406666666666667,16
"Pennsylvania",2000,6,0.348283752860412,17
"Kentucky",2000,6,0.242682926829268,18
"Oklahoma",2000,6,0.0655172413793104,19
"District Of Columbia",2000,7,1.61290322580645,1
"Indiana",2000,7,1.1,2
"Louisiana",2000,7,0.890322580645161,3
"Illinois",2000,7,0.763218390804598,4
"Kansas",2000,7,0.749462365591398,5
"North Carolina",2000,7,0.703389830508475,6
"Missouri",2000,7,0.691397849462366,7
"Colorado",2000,7,0.612903225806452,8
"Florida",2000,7,0.607407407407407,9
"Virginia",2000,7,0.605882352941176,10
"New York",2000,7,0.60375,11
"Arizona",2000,7,0.6,12
"New Jersey",2000,7,0.580769230769231,13
"Michigan",2000,7,0.558064516129032,14
"California",2000,7,0.484785435630689,15
"Texas",2000,7,0.463636363636364,16
"Pennsylvania",2000,7,0.360606060606061,17
"Kentucky",2000,7,0.195597484276729,18
"Oklahoma",2000,7,0.17906976744186,19
"District Of Columbia",2000,8,1.34193548387097,1
"Indiana",2000,8,1.11875,2
"Florida",2000,8,0.941935483870968,3
"Kansas",2000,8,0.891111111111111,4
"Illinois",2000,8,0.772043010752688,5
"Colorado",2000,8,0.770967741935484,6
"North Carolina",2000,8,0.763492063492064,7
"New Jersey",2000,8,0.712903225806451,8
"New York",2000,8,0.710112359550562,9
"Michigan",2000,8,0.7,10
"Missouri",2000,8,0.691397849462365,11
"Louisiana",2000,8,0.683870967741935,12
"Texas",2000,8,0.625619834710744,13
"California",2000,8,0.605936675461742,14
"Virginia",2000,8,0.601626016260162,15
"Arizona",2000,8,0.501694915254237,16
"Pennsylvania",2000,8,0.448051948051948,17
"Kentucky",2000,8,0.224193548387097,18
"Oklahoma",2000,8,0.0709677419354839,19
"District Of Columbia",2000,9,1.37586206896552,1
"Colorado",2000,9,1.03,2
"Louisiana",2000,9,1,3
"Kansas",2000,9,0.949122807017544,4
"Illinois",2000,9,0.929113924050633,5
"North Carolina",2000,9,0.924193548387097,6
"Indiana",2000,9,0.9,7
"Florida",2000,9,0.896666666666667,8
"Arizona",2000,9,0.861904761904762,9
"California",2000,9,0.749476831091181,10
"New York",2000,9,0.718888888888889,11
"Texas",2000,9,0.679439252336449,12
"New Jersey",2000,9,0.675862068965517,13
"Missouri",2000,9,0.673333333333333,14
"Michigan",2000,9,0.616666666666667,15
"Virginia",2000,9,0.614035087719298,16
"Pennsylvania",2000,9,0.452028639618138,17
"Kentucky",2000,9,0.252247191011236,18
"Oklahoma",2000,9,0.133333333333333,19
"District Of Columbia",2000,10,2.36451612903226,1
"North Carolina",2000,10,1.79655172413793,2
"New Jersey",2000,10,1.28387096774194,3
"Louisiana",2000,10,1.22903225806452,4
"Arizona",2000,10,1.1685393258427,5
"Kansas",2000,10,1.15967741935484,6
"Virginia",2000,10,1.15299145299145,7
"Colorado",2000,10,1.14516129032258,8
"Missouri",2000,10,1.02258064516129,9
"Illinois",2000,10,1.01538461538462,10
"New York",2000,10,0.965591397849462,11
"California",2000,10,0.868129032258065,12
"Texas",2000,10,0.781176470588235,13
"Florida",2000,10,0.745161290322581,14
"Pennsylvania",2000,10,0.727373068432671,15
"Kentucky",2000,10,0.598265895953757,16
"District Of Columbia",2000,11,1.94333333333333,1
"Missouri",2000,11,1.73333333333333,2
"California",2000,11,1.6244,3
"Arizona",2000,11,1.5,4
"Colorado",2000,11,1.38,5
"Louisiana",2000,11,1.37,6
"Pennsylvania",2000,11,1.3,7
"Texas",2000,11,1.22098765432099,8
"New Jersey",2000,11,1.17,9
"Florida",2000,11,1.13333333333333,10
"Virginia",2000,11,1.11555555555556,11
"Kansas",2000,11,1.065,12
"New York",2000,11,0.931111111111111,13
"Oklahoma",2000,11,0.1,14
"Arizona",2000,12,2.31827956989247,1
"California",2000,12,1.95279583875163,2
"District Of Columbia",2000,12,1.89677419354839,3
"Colorado",2000,12,1.50967741935484,4
"Pennsylvania",2000,12,1.33076923076923,5
"Louisiana",2000,12,1.30322580645161,6
"Virginia",2000,12,1.1258064516129,7
"Texas",2000,12,1.11590909090909,8
"New Jersey",2000,12,1.0741935483871,9
"New York",2000,12,0.91505376344086,10
"Florida",2000,12,0.909677419354839,11
"Kansas",2000,12,0.57741935483871,12
"District Of Columbia",2001,1,2.11612903225806,1
"Pennsylvania",2001,1,1.70967741935484,2
"Colorado",2001,1,1.66774193548387,3
"California",2001,1,1.60154494382022,4
"New Jersey",2001,1,1.59642857142857,5
"Arizona",2001,1,1.58279569892473,6
"Louisiana",2001,1,1.35483870967742,7
"New York",2001,1,1.16086956521739,8
"Florida",2001,1,0.993333333333334,9
"Texas",2001,1,0.968478260869565,10
"Illinois",2001,1,0.810714285714286,11
"Kansas",2001,1,0.756451612903226,12
"Oklahoma",2001,1,0.1,13
"District Of Columbia",2001,2,1.78214285714286,1
"Colorado",2001,2,1.43703703703704,2
"Arizona",2001,2,1.33636363636364,3
"California",2001,2,1.14808917197452,4
"Florida",2001,2,1.12857142857143,5
"Louisiana",2001,2,1.01481481481482,6
"Pennsylvania",2001,2,0.975,7
"Texas",2001,2,0.84054054054054,8
"New York",2001,2,0.794827586206897,9
"New Jersey",2001,2,0.791304347826087,10
"Illinois",2001,2,0.578571428571429,11
"Kansas",2001,2,0.441071428571429,12
"Kentucky",2001,2,0.1,13
"Oklahoma",2001,2,0.0466666666666667,14
"Missouri",2001,3,1.18333333333333,1
"Louisiana",2001,3,1.16774193548387,2
"District Of Columbia",2001,3,1.15,3
"Arizona",2001,3,1.05977011494253,4
"Illinois",2001,3,0.906060606060606,5
"Indiana",2001,3,0.9,6
"California",2001,3,0.894146341463415,7
"Colorado",2001,3,0.853571428571429,8
"North Carolina",2001,3,0.8,9
"Michigan",2001,3,0.8,9
"Texas",2001,3,0.760185185185185,11
"Florida",2001,3,0.758064516129032,12
"Kansas",2001,3,0.741935483870968,13
"New Jersey",2001,3,0.68695652173913,14
"New York",2001,3,0.634065934065934,15
"Pennsylvania",2001,3,0.620454545454545,16
"Kentucky",2001,3,0.332596685082873,17
"Oklahoma",2001,3,0.125,18
"District Of Columbia",2001,4,1.45,1
"Arizona",2001,4,1.00740740740741,2
"Illinois",2001,4,0.942222222222222,3
"Louisiana",2001,4,0.933333333333333,4
"New Jersey",2001,4,0.926666666666667,5
"Colorado",2001,4,0.759259259259259,6
"North Carolina",2001,4,0.731034482758621,7
"Texas",2001,4,0.693859649122807,8
"California",2001,4,0.649006622516556,9
"Missouri",2001,4,0.646875,10
"New York",2001,4,0.636781609195402,11
"Indiana",2001,4,0.59,12
"Florida",2001,4,0.58,13
"Michigan",2001,4,0.54,14
"Pennsylvania",2001,4,0.522409638554217,15
"Kansas",2001,4,0.474,16
"Massachusetts",2001,4,0.433333333333333,17
"Kentucky",2001,4,0.204571428571429,18
"Oklahoma",2001,4,0.0804878048780488,19
"District Of Columbia",2001,5,1.23870967741935,1
"Arizona",2001,5,0.97741935483871,2
"Florida",2001,5,0.916,3
"Illinois",2001,5,0.819354838709678,4
"Louisiana",2001,5,0.706896551724138,5
"North Carolina",2001,5,0.6875,6
"Michigan",2001,5,0.664516129032258,7
"Colorado",2001,5,0.645161290322581,8
"California",2001,5,0.634159061277705,9
"Missouri",2001,5,0.606451612903226,10
"New York",2001,5,0.594444444444444,11
"New Jersey",2001,5,0.590322580645161,12
"Indiana",2001,5,0.4,13
"Texas",2001,5,0.4,14
"Pennsylvania",2001,5,0.377293577981651,15
"Massachusetts",2001,5,0.345161290322581,16
"Kansas",2001,5,0.3175,17
"Kentucky",2001,5,0.139393939393939,18
"Oklahoma",2001,5,0.0804597701149425,19
"District Of Columbia",2001,6,1.20333333333333,1
"Louisiana",2001,6,0.986666666666667,2
"Michigan",2001,6,0.85,3
"Illinois",2001,6,0.804444444444445,4
"Arizona",2001,6,0.733333333333333,5
"Florida",2001,6,0.713793103448276,6
"Colorado",2001,6,0.636666666666667,7
"New Jersey",2001,6,0.625925925925926,8
"Missouri",2001,6,0.618333333333333,9
"North Carolina",2001,6,0.563636363636364,10
"California",2001,6,0.553786906290116,11
"New York",2001,6,0.551111111111112,12
"Kansas",2001,6,0.523636363636364,13
"Massachusetts",2001,6,0.46,14
"Indiana",2001,6,0.458620689655172,15
"Pennsylvania",2001,6,0.456481481481481,16
"Texas",2001,6,0.364220183486238,17
"Kentucky",2001,6,0.127544910179641,18
"Oklahoma",2001,6,0.0630434782608696,19
"Louisiana",2001,7,0.909677419354839,1
"District Of Columbia",2001,7,0.893103448275862,2
"Illinois",2001,7,0.761538461538462,3
"Colorado",2001,7,0.67741935483871,4
"Florida",2001,7,0.606451612903226,5
"Michigan",2001,7,0.590322580645161,6
"New Jersey",2001,7,0.570967741935484,7
"Missouri",2001,7,0.562903225806452,8
"North Carolina",2001,7,0.549152542372881,9
"Indiana",2001,7,0.516129032258065,10
"California",2001,7,0.485290482076638,11
"Arizona",2001,7,0.480645161290323,12
"New York",2001,7,0.438947368421053,13
"Pennsylvania",2001,7,0.404782608695652,14
"Kansas",2001,7,0.38,15
"Texas",2001,7,0.305217391304348,16
"Kentucky",2001,7,0.280681818181818,17
"Massachusetts",2001,7,0.270967741935484,18
"Oklahoma",2001,7,0.0835820895522388,19
"District Of Columbia",2001,8,1.3448275862069,1
"Louisiana",2001,8,0.961290322580645,2
"Illinois",2001,8,0.9,3
"Colorado",2001,8,0.774193548387097,4
"Florida",2001,8,0.67741935483871,5
"Michigan",2001,8,0.657894736842105,6
"New Jersey",2001,8,0.652173913043478,7
"North Carolina",2001,8,0.641935483870968,8
"Arizona",2001,8,0.628571428571428,9
"Missouri",2001,8,0.625806451612903,10
"New York",2001,8,0.588764044943821,11
"California",2001,8,0.562421185372005,12
"Indiana",2001,8,0.537037037037037,13
"Massachusetts",2001,8,0.517857142857143,14
"Kansas",2001,8,0.480645161290323,15
"Pennsylvania",2001,8,0.424780701754386,16
"Texas",2001,8,0.405940594059406,17
"Kentucky",2001,8,0.318181818181818,18
"Oklahoma",2001,8,0.0857142857142857,19
"District Of Columbia",2001,9,1.31333333333333,1
"Louisiana",2001,9,1.11666666666667,2
"Colorado",2001,9,0.948148148148149,3
"Missouri",2001,9,0.945,4
"Arizona",2001,9,0.894186046511628,5
"Illinois",2001,9,0.846666666666667,6
"Michigan",2001,9,0.83,7
"California",2001,9,0.729671717171717,8
"New Jersey",2001,9,0.706666666666667,9
"North Carolina",2001,9,0.706,10
"New York",2001,9,0.698717948717949,11
"Florida",2001,9,0.673333333333333,12
"Kansas",2001,9,0.586666666666667,13
"Indiana",2001,9,0.541379310344828,14
"Texas",2001,9,0.529787234042553,15
"Massachusetts",2001,9,0.510714285714286,16
"Pennsylvania",2001,9,0.453587443946188,17
"Kentucky",2001,9,0.24025974025974,18
"Oklahoma",2001,9,0.101111111111111,19
"District Of Columbia",2001,10,1.71935483870968,1
"Arizona",2001,10,1.23666666666667,2
"Louisiana",2001,10,1.20967741935484,3
"New Jersey",2001,10,1.09821428571429,4
"California",2001,10,1.07684085510689,5
"North Carolina",2001,10,1.04193548387097,6
"Colorado",2001,10,1.0375,7
"Missouri",2001,10,0.904918032786885,8
"New York",2001,10,0.86260162601626,9
"Florida",2001,10,0.861538461538462,10
"Illinois",2001,10,0.859139784946237,11
"Kansas",2001,10,0.738709677419355,12
"Texas",2001,10,0.619090909090909,13
"Pennsylvania",2001,10,0.581168831168831,14
"Massachusetts",2001,10,0.551851851851852,15
"Kentucky",2001,10,0.375268817204301,16
"Oklahoma",2001,10,0.0631578947368421,17
"Nevada",2001,10,0.0290322580645161,18
"Missouri",2001,11,2.88333333333333,1
"District Of Columbia",2001,11,2.20666666666667,2
"Colorado",2001,11,1.58421052631579,3
"Louisiana",2001,11,1.5,4
"Arizona",2001,11,1.44659090909091,5
"California",2001,11,1.39256926952141,6
"Illinois",2001,11,1.35,7
"Pennsylvania",2001,11,1.32857142857143,8
"New Jersey",2001,11,1.06181818181818,9
"Massachusetts",2001,11,0.991666666666667,10
"Texas",2001,11,0.98495575221239,11
"New York",2001,11,0.911666666666666,12
"Florida",2001,11,0.823333333333333,13
"Kansas",2001,11,0.588095238095238,14
"Oklahoma",2001,11,0.128378378378378,15
"Nevada",2001,11,0.07,16
"District Of Columbia",2001,12,1.94,1
"Colorado",2001,12,1.86521739130435,2
"Arizona",2001,12,1.86451612903226,3
"California",2001,12,1.52879901960784,4
"Louisiana",2001,12,1.50967741935484,5
"New Jersey",2001,12,1.17692307692308,6
"Texas",2001,12,1.17368421052632,7
"Pennsylvania",2001,12,1.1,8
"Massachusetts",2001,12,1.0258064516129,9
"Illinois",2001,12,0.845161290322581,10
"New York",2001,12,0.838738738738739,11
"Florida",2001,12,0.77741935483871,12
"Kansas",2001,12,0.603225806451613,13
"Nevada",2001,12,0.32258064516129,14
"Oklahoma",2001,12,0.15,15
"District Of Columbia",2002,1,1.88709677419355,1
"Arizona",2002,1,1.80561797752809,2
"California",2002,1,1.47260115606936,3
"Colorado",2002,1,1.44347826086957,4
"Florida",2002,1,1.27096774193548,5
"Pennsylvania",2002,1,1.16451612903226,6
"Texas",2002,1,1.09677419354839,7
"Louisiana",2002,1,1.04193548387097,8
"New Jersey",2002,1,1.03448275862069,9
"Massachusetts",2002,1,0.845833333333333,10
"New York",2002,1,0.767032967032967,11
"Illinois",2002,1,0.75,12
"Kansas",2002,1,0.452173913043478,13
"Nevada",2002,1,0.164516129032258,14
"District Of Columbia",2002,2,1.78928571428571,1
"Arizona",2002,2,1.6433734939759,2
"California",2002,2,1.40040322580645,3
"Colorado",2002,2,1.02142857142857,4
"Pennsylvania",2002,2,0.917857142857143,5
"New Jersey",2002,2,0.885714285714286,6
"Louisiana",2002,2,0.85,7
"Illinois",2002,2,0.814285714285714,8
"Massachusetts",2002,2,0.739285714285714,9
"New York",2002,2,0.702666666666667,10
"Texas",2002,2,0.671604938271605,11
"Florida",2002,2,0.535714285714286,12
"Kansas",2002,2,0.491025641025641,13
"Kentucky",2002,2,0.3,14
"Nevada",2002,2,0.189285714285714,15
"Oklahoma",2002,2,0.0916666666666667,16
"District Of Columbia",2002,3,1.25161290322581,1
"Michigan",2002,3,1.05,2
"Arizona",2002,3,0.994252873563218,3
"California",2002,3,0.853364269141531,4
"Louisiana",2002,3,0.829411764705882,5
"Colorado",2002,3,0.826923076923077,6
"New Jersey",2002,3,0.813461538461539,7
"Massachusetts",2002,3,0.754838709677419,8
"Missouri",2002,3,0.75,9
"Illinois",2002,3,0.696969696969697,10
"Pennsylvania",2002,3,0.677777777777778,11
"New York",2002,3,0.656043956043956,12
"Kansas",2002,3,0.627472527472528,13
"Texas",2002,3,0.584615384615384,14
"Florida",2002,3,0.5,15
"North Carolina",2002,3,0.5,16
"New Hampshire",2002,3,0.5,16
"Kentucky",2002,3,0.384615384615385,18
"Oklahoma",2002,3,0.153846153846154,19
"Nevada",2002,3,0.148387096774194,20
"District Of Columbia",2002,4,1.59333333333333,1
"Louisiana",2002,4,1.09666666666667,2
"Tennessee",2002,4,1,3
"Arizona",2002,4,0.89672131147541,4
"Illinois",2002,4,0.822222222222222,5
"New Jersey",2002,4,0.691228070175438,6
"Indiana",2002,4,0.648275862068965,7
"North Carolina",2002,4,0.64,8
"California",2002,4,0.60319526627219,9
"Colorado",2002,4,0.59,10
"Missouri",2002,4,0.577586206896552,11
"Florida",2002,4,0.56,12
"Massachusetts",2002,4,0.5,13
"Michigan",2002,4,0.498333333333333,14
"New York",2002,4,0.483333333333334,15
"New Hampshire",2002,4,0.473333333333333,16
"Texas",2002,4,0.429885057471264,17
"Kentucky",2002,4,0.383333333333333,18
"Pennsylvania",2002,4,0.349551569506727,19
"Kansas",2002,4,0.26875,20
"Oklahoma",2002,4,0.123529411764706,21
"Nevada",2002,4,0.0166666666666667,22
"District Of Columbia",2002,5,1.27741935483871,1
"Tennessee",2002,5,1,2
"Arizona",2002,5,0.9,3
"Illinois",2002,5,0.866279069767442,4
"Missouri",2002,5,0.770967741935484,5
"New Jersey",2002,5,0.729508196721312,6
"Louisiana",2002,5,0.728,7
"Colorado",2002,5,0.654838709677419,8
"North Carolina",2002,5,0.576470588235294,9
"Michigan",2002,5,0.537096774193549,10
"California",2002,5,0.515550510783202,11
"New York",2002,5,0.515217391304348,12
"Kansas",2002,5,0.493650793650794,13
"Massachusetts",2002,5,0.461290322580645,14
"Texas",2002,5,0.42875,15
"Indiana",2002,5,0.419354838709677,16
"Florida",2002,5,0.312903225806452,17
"Pennsylvania",2002,5,0.305217391304348,18
"New Hampshire",2002,5,0.303225806451613,19
"Kentucky",2002,5,0.202150537634409,20
"Oklahoma",2002,5,0.173469387755102,21
"Nevada",2002,5,0.167857142857143,22
"District Of Columbia",2002,6,1.43,1
"Tennessee",2002,6,1,2
"Louisiana",2002,6,0.853333333333333,3
"Arizona",2002,6,0.825,4
"Illinois",2002,6,0.798809523809524,5
"Massachusetts",2002,6,0.770108695652176,6
"Missouri",2002,6,0.716666666666666,7
"Colorado",2002,6,0.693333333333333,8
"New Jersey",2002,6,0.669811320754717,9
"Indiana",2002,6,0.638888888888889,10
"Michigan",2002,6,0.594915254237288,11
"North Carolina",2002,6,0.545555555555556,12
"New York",2002,6,0.54,13
"California",2002,6,0.478125,14
"Texas",2002,6,0.381818181818182,15
"Florida",2002,6,0.36,16
"New Hampshire",2002,6,0.343333333333333,17
"Pennsylvania",2002,6,0.331674208144796,18
"Kansas",2002,6,0.318333333333333,19
"Oklahoma",2002,6,0.12093023255814,20
"Kentucky",2002,6,0.101369863013699,21
"Nevada",2002,6,0.0285714285714286,22
"District Of Columbia",2002,7,1.38387096774194,1
"Tennessee",2002,7,1,2
"Louisiana",2002,7,0.948387096774194,3
"Illinois",2002,7,0.82183908045977,4
"Missouri",2002,7,0.774193548387097,5
"Colorado",2002,7,0.670967741935484,6
"Indiana",2002,7,0.626666666666667,7
"New York",2002,7,0.583516483516483,8
"Michigan",2002,7,0.541666666666667,9
"New Jersey",2002,7,0.534666666666667,10
"North Carolina",2002,7,0.532258064516129,11
"Arizona",2002,7,0.491666666666667,12
"California",2002,7,0.445397225725095,13
"New Hampshire",2002,7,0.441935483870968,14
"Florida",2002,7,0.423333333333333,15
"Pennsylvania",2002,7,0.400631578947368,16
"Texas",2002,7,0.365591397849462,17
"Kansas",2002,7,0.358620689655172,18
"Massachusetts",2002,7,0.333333333333333,19
"Kentucky",2002,7,0.167213114754098,20
"Oklahoma",2002,7,0.0851851851851852,21
"Nevada",2002,7,0.0032258064516129,22
"District Of Columbia",2002,8,1.0258064516129,1
"Tennessee",2002,8,1,2
"Louisiana",2002,8,0.780645161290323,3
"Missouri",2002,8,0.75,4
"Illinois",2002,8,0.730434782608696,5
"Arizona",2002,8,0.698387096774194,6
"New York",2002,8,0.671428571428571,7
"New Jersey",2002,8,0.641935483870968,8
"Colorado",2002,8,0.621052631578947,9
"California",2002,8,0.605089058524174,10
"Michigan",2002,8,0.60377358490566,11
"Kansas",2002,8,0.601612903225807,12
"Indiana",2002,8,0.58,13
"North Carolina",2002,8,0.533333333333333,14
"New Hampshire",2002,8,0.525806451612903,15
"Florida",2002,8,0.47741935483871,16
"Texas",2002,8,0.450537634408602,17
"Pennsylvania",2002,8,0.307142857142857,18
"Massachusetts",2002,8,0.203846153846154,19
"Oklahoma",2002,8,0.165853658536585,20
"Kentucky",2002,8,0.103921568627451,21
"Nevada",2002,8,0,22
"District Of Columbia",2002,9,1.55333333333333,1
"Missouri",2002,9,1.03166666666667,2
"Illinois",2002,9,1.02888888888889,3
"Tennessee",2002,9,1,4
"Louisiana",2002,9,0.896666666666667,5
"Arizona",2002,9,0.860465116279069,6
"New Jersey",2002,9,0.786206896551724,7
"Colorado",2002,9,0.775,8
"California",2002,9,0.767958656330749,9
"New York",2002,9,0.726506024096386,10
"Michigan",2002,9,0.715789473684211,11
"North Carolina",2002,9,0.592307692307692,12
"Florida",2002,9,0.582758620689655,13
"Kansas",2002,9,0.565,14
"Texas",2002,9,0.517777777777778,15
"New Hampshire",2002,9,0.47,16
"Massachusetts",2002,9,0.460869565217391,17
"Pennsylvania",2002,9,0.38843537414966,18
"Kentucky",2002,9,0.263333333333333,19
"Oklahoma",2002,9,0.115,20
"Nevada",2002,9,0.0433333333333333,21
"District Of Columbia",2002,10,1.55483870967742,1
"Arizona",2002,10,1.3494623655914,2
"Missouri",2002,10,1.00322580645161,3
"Tennessee",2002,10,1,4
"Illinois",2002,10,0.965822784810127,5
"California",2002,10,0.906690561529272,6
"Florida",2002,10,0.832258064516129,7
"Louisiana",2002,10,0.829032258064516,8
"New Jersey",2002,10,0.802083333333333,9
"North Carolina",2002,10,0.8,10
"Kansas",2002,10,0.712903225806452,11
"New York",2002,10,0.638888888888889,12
"Texas",2002,10,0.614117647058823,13
"Massachusetts",2002,10,0.603225806451613,14
"Pennsylvania",2002,10,0.432293986636971,15
"Kentucky",2002,10,0.25593220338983,16
"Colorado",2002,10,0.25,17
"Oklahoma",2002,10,0.197777777777778,18
"Nevada",2002,10,0.0620689655172414,19
"District Of Columbia",2002,11,1.66,1
"Arizona",2002,11,1.55666666666667,2
"California",2002,11,1.47375979112272,3
"Louisiana",2002,11,1.22,4
"Pennsylvania",2002,11,1.17,5
"New Jersey",2002,11,1.08823529411765,6
"Kansas",2002,11,1.02666666666667,7
"Colorado",2002,11,1.00333333333333,8
"Texas",2002,11,0.988,9
"Illinois",2002,11,0.884615384615385,10
"New York",2002,11,0.749253731343284,11
"Florida",2002,11,0.646666666666667,12
"Massachusetts",2002,11,0.586363636363636,13
"Nevada",2002,11,0.175862068965517,14
"Oklahoma",2002,11,0.05,15
"District Of Columbia",2002,12,1.67741935483871,1
"Arizona",2002,12,1.60843373493976,2
"California",2002,12,1.42872340425532,3
"Louisiana",2002,12,1.35161290322581,4
"Pennsylvania",2002,12,1.12,5
"New Jersey",2002,12,1.10862068965517,6
"Florida",2002,12,1.04193548387097,7
"Colorado",2002,12,0.988888888888888,8
"Massachusetts",2002,12,0.87741935483871,9
"New York",2002,12,0.867741935483871,10
"Texas",2002,12,0.848913043478261,11
"Illinois",2002,12,0.754838709677419,12
"Kansas",2002,12,0.441666666666667,13
"Nevada",2002,12,0.182758620689655,14
"Arizona",2003,1,1.75913978494624,1
"District Of Columbia",2003,1,1.61290322580645,2
"California",2003,1,1.4313325330132,3
"Colorado",2003,1,1.27857142857143,4
"Texas",2003,1,1.01166666666667,5
"Florida",2003,1,0.953571428571429,6
"New Jersey",2003,1,0.9,7
"Louisiana",2003,1,0.885714285714286,8
"Pennsylvania",2003,1,0.738709677419355,9
"Massachusetts",2003,1,0.696774193548387,10
"Illinois",2003,1,0.696666666666667,11
"New York",2003,1,0.683870967741935,12
"Kansas",2003,1,0.579166666666666,13
"Nevada",2003,1,0.0290322580645161,14
"District Of Columbia",2003,2,1.85357142857143,1
"Arizona",2003,2,1.11875,2
"California",2003,2,1.02465233881163,3
"Tennessee",2003,2,1,4
"New Jersey",2003,2,0.967857142857143,5
"Massachusetts",2003,2,0.925,6
"Colorado",2003,2,0.883333333333333,7
"Pennsylvania",2003,2,0.835714285714286,8
"Texas",2003,2,0.758928571428571,9
"New York",2003,2,0.738271604938272,10
"Louisiana",2003,2,0.721428571428571,11
"Florida",2003,2,0.714285714285714,12
"Illinois",2003,2,0.664285714285714,13
"Kansas",2003,2,0.641509433962264,14
"Kentucky",2003,2,0.4,15
"South Carolina",2003,2,0.266666666666667,16
"Oklahoma",2003,2,0.0352941176470588,17
"Nevada",2003,2,0.0107142857142857,18
"District Of Columbia",2003,3,1.52258064516129,1
"Indiana",2003,3,1,2
"Tennessee",2003,3,1,2
"Louisiana",2003,3,0.990322580645161,4
"New Jersey",2003,3,0.928333333333333,5
"Missouri",2003,3,0.9,6
